3532 11970480 1979
3531 11967715 2765
3530 11963060 4655
3529 11961498 1562
3528 11960206 1292
3527 11957981 2225
3526 11954115 3866
3525 11949087 5028
3524 11943211 5876
3523 11941698 1513
3522 11940008 1690
3521 11929821 10187
3520 11926218 3603
3519 11922072 4146
3518 11906702 15370
3517 11903309 3393
3516 11899552 3757
3515 11894758 4794
3514 11891336 3422
3513 11888815 2521
3512 11883457 5358
3511 11881655 1802
3510 11879733 1922
3509 11852961 26772
3508 11850657 2304
3507 11848529 2128
3506 11845346 3183
3505 11843126 2220
3504 11833419 9707
3503 11828999 4420
3502 11826041 2958
3501 11824925 1116
3500 11824116 809
3499 11823499 617
3498 11821130 2369
3497 11819659 1471
3496 11818503 1156
3495 11816951 1552
3494 11815555 1396
3493 11812373 3182
3492 11809569 2804
3491 11807429 2140
3490 11805924 1505
3489 11805378 546
3488 11801126 4252
3487 11800655 471
3486 11797939 2716
3485 11791468 6471
3484 11790222 1246
3483 11785361 4861
3482 11784573 788
3481 11784052 521
3480 11782720 1332
3479 11779700 3020
3478 11778035 1665
3477 11774476 3559
3476 11773457 1019
3475 11769893 3564
3474 11763258 6635
3473 11761987 1271
3472 11760479 1508
3471 11757897 2582
3470 11756096 1801
3469 11755033 1063
3468 11747993 7040
3467 11747654 339
3466 11742890 4764
3465 11741639 1251
3464 11739416 2223
3463 11738442 974
3462 11734707 3735
3461 11731739 2968
3460 11729937 1802
3459 11718395 11542
3458 11717656 739
3457 11715813 1843
3456 11714725 1088
3455 11713778 947
3454 11712935 843
3453 11710863 2072
3452 11699343 11520
3451 11697782 1561
3450 11695470 2312
3449 11694096 1374
3448 11693561 535
3447 11692198 1363
3446 11690162 2036
3445 11688567 1595
3444 11686894 1673
3443 11681947 4947
3442 11674913 7034
3441 11667469 7444
3440 11666111 1358
3439 11658001 8110
3438 11656783 1218
3437 11654266 2517
3436 11653005 1261
3435 11651695 1310
3434 11651131 564
3433 11648501 2630
3432 11645370 3131
3431 11644009 1361
3430 11640098 3911
3429 11639182 916
3428 11637878 1304
3427 11633295 4583
3426 11632938 357
3425 11631904 1034
3424 11629225 2679
3423 11628121 1104
3422 11626607 1514
3421 11624407 2200
3420 11622884 1523
3419 11621339 1545
3418 11620949 390
3417 11618331 2618
3416 11615763 2568
3415 11610816 4947
3414 11608657 2159
3413 11606813 1844
3412 11602603 4210
3411 11601503 1100
3410 11596993 4510
3409 11595194 1799
3408 11593965 1229
3407 11592467 1498
3406 11588500 3967
3405 11578883 9617
3404 11577940 943
3403 11576288 1652
3402 11574596 1692
3401 11573611 985
3400 11571531 2080
3399 11570043 1488
3398 11561693 8350
3397 11560206 1487
3396 11557119 3087
3395 11553428 3691
3394 11552366 1062
3393 11550990 1376
3392 11548613 2377
3391 11545893 2720
3390 11544705 1188
3389 11541525 3180
3388 11539990 1535
3387 11537422 2568
3386 11529599 7823
3385 11526465 3134
3384 11525602 863
3383 11521773 3829
3382 11520875 898
3381 11520028 847
3380 11518339 1689
3379 11517127 1212
3378 11515490 1637
3377 11514350 1140
3376 11513072 1278
3375 11508914 4158
3374 11506062 2852
3373 11504383 1679
3372 11499179 5204
3371 11496358 2821
3370 11495655 703
3369 11492995 2660
3368 11491793 1202
3367 11489842 1951
3366 11486469 3373
3365 11484718 1751
3364 11479892 4826
3363 11477536 2356
3362 11475818 1718
3361 11469792 6026
3360 11468578 1214
3359 11460950 7628
3358 11453340 7610
3357 11450205 3135
3356 11449010 1195
3355 11447807 1203
3354 11442582 5225
3353 11439769 2813
3352 11436227 3542
3351 11433121 3106
3350 11431348 1773
3349 11428890 2458
3348 11424446 4444
3347 11417082 7364
3346 11415199 1883
3345 11414814 385
3344 11412178 2636
3343 11408121 4057
3342 11404066 4055
3341 11398329 5737
3340 11396498 1831
3339 11387620 8878
3338 11384175 3445
3337 11381873 2302
3336 11377224 4649
3335 11371105 6119
3334 11366782 4323
3333 11356386 10396
3332 11350702 5684
3331 11347809 2893
3330 11342062 5747
3329 11335664 6398
3328 11326081 9583
3327 11321623 4458
3326 11314862 6761
3325 11306924 7938
3324 11305384 1540
3323 11302941 2443
3322 11297964 4977
3321 11295797 2167
3320 11285677 10120
3319 11284029 1648
3318 11280275 3754
3317 11277317 2958
3316 11273595 3722
3315 11271245 2350
3314 11267556 3689
3313 11265358 2198
3312 11255228 10130
3311 11248379 6849
3310 11244783 3596
3309 11238399 6384
3308 11236160 2239
3307 11235043 1117
3306 11230729 4314
3305 11227031 3698
3304 11224920 2111
3303 11217388 7532
3302 11212868 4520
3301 11210396 2472
3300 11203939 6457
3299 11194196 9743
3298 11192279 1917
3297 11188273 4006
3296 11186555 1718
3295 11180892 5663
3294 11177233 3659
3293 11172607 4626
3292 11168882 3725
3291 11159823 9059
3290 11146140 13683
3289 11139581 6559
3288 11137446 2135
3287 11122944 14502
3286 11118638 4306
3285 11116722 1916
3284 11114669 2053
3283 11112039 2630
3282 11110884 1155
3281 11109187 1697
3280 11105681 3506
3279 11103417 2264
3278 11100898 2519
3277 11098801 2097
3276 11096299 2502
3275 11091466 4833
3274 11089991 1475
3273 11086000 3991
3272 11085408 592
3271 11083894 1514
3270 11082670 1224
3269 11080677 1993
3268 11079692 985
3267 11077429 2263
3266 11076294 1135
3265 11071595 4699
3264 11067197 4398
3263 11064670 2527
3262 11063758 912
3261 11062088 1670
3260 11060906 1182
3259 11059065 1841
3258 11057756 1309
3257 11053494 4262
3256 11052540 954
3255 11051773 767
3254 11048591 3182
3253 11047742 849
3252 11043518 4224
3251 11042814 704
3250 11039828 2986
3249 11034490 5338
3248 11033494 996
3247 11031603 1891
3246 11030137 1466
3245 11023826 6311
3244 11011948 11878
3243 11003744 8204
3242 10998906 4838
3241 10993498 5408
3240 10986033 7465
3239 10980628 5405
3238 10971494 9134
3237 10969426 2068
3236 10967223 2203
3235 10963720 3503
3234 10961328 2392
3233 10957976 3352
3232 10954443 3533
3231 10948650 5793
3230 10940979 7671
3229 10937871 3108
3228 10933374 4497
3227 10928642 4732
3226 10923867 4775
3225 10921280 2587
3224 10919335 1945
3223 10914092 5243
3222 10911468 2624
3221 10908278 3190
3220 10901476 6802
3219 10900245 1231
3218 10897812 2433
3217 10895125 2687
3216 10893142 1983
3215 10891871 1271
3214 10886372 5499
3213 10885048 1324
3212 10883058 1990
3211 10879307 3751
3210 10878477 830
3209 10872694 5783
3208 10868399 4295
1491 4740966 4459
1490 4740041 925
1489 4737251 2790
1488 4727374 9877
1487 4721516 5858
1486 4721171 345
1485 4718763 2408
1484 4716396 2367
1483 4713794 2602
1482 4711307 2487
1481 4708299 3008
1480 4704504 3795
1479 4700589 3915
1478 4696099 4490
1477 4693978 2121
1476 4692169 1809
1475 4690223 1946
1474 4688020 2203
1473 4684684 3336
1472 4682073 2611
1471 4680108 1965
1470 4677287 2821
1469 4674397 2890
1468 4672171 2226
1467 4670307 1864
1466 4668281 2026
1465 4665219 3062
1464 4662974 2245
1463 4659550 3424
1462 4657666 1884
1461 4655700 1966
1460 4652885 2815
1459 4650941 1944
1458 4643082 7859
1457 4629604 13478
1456 4626821 2783
1455 4622952 3869
1454 4620591 2361
1453 4620261 330
1452 4617606 2655
1451 4611367 6239
1450 4595689 15678
1449 4591755 3934
1448 4589197 2558
1447 4584348 4849
1446 4572069 12279
1445 4568015 4054
1444 4560301 7714
1443 4559675 626
1442 4556720 2955
1441 4552612 4108
1440 4543769 8843
1439 4542186 1583
1438 4540526 1660
1437 4539122 1404
1436 4538514 608
1435 4537498 1016
1434 4534431 3067
1433 4532841 1590
1432 4531456 1385
1431 4522573 8883
1430 4521833 740
1429 4517465 4368
1428 4515991 1474
1427 4508175 7816
1426 4502936 5239
1425 4502241 695
1424 4496189 6052
1423 4495244 945
1422 4479647 15597
1421 4473980 5667
1420 4473160 820
1419 4466923 6237
1418 4458964 7959
1417 4458009 955
1416 4446380 11629
1415 4442031 4349
1414 4438117 3914
1413 4434803 3314
1412 4420613 14190
1411 4416887 3726
1410 4408779 8108
1409 4407069 1710
1408 4403928 3141
1407 4400965 2963
1406 4395564 5401
1405 4393321 2243
1404 4384473 8848
1403 4380030 4443
1402 4374992 5038
1401 4370877 4115
1400 4362807 8070
1399 4350303 12504
1398 4348827 1476
1397 4348022 805
1396 4346263 1759
1395 4345931 332
1394 4336841 9090
1393 4335396 1445
1392 4334297 1099
1391 4330488 3809
1390 4320956 9532
1389 4316227 4729
1388 4307074 9153
1387 4301567 5507
1386 4296293 5274
1385 4294388 1905
1384 4290144 4244
1383 4281947 8197
1382 4279783 2164
1381 4273412 6371
1380 4272557 855
1379 4270379 2178
1378 4268789 1590
1377 4267394 1395
1376 4262276 5118
1375 4254722 7554
1374 4239595 15127
1373 4232887 6708
1372 4227910 4977
1371 4219422 8488
1370 4211873 7549
1369 4203725 8148
1368 4201873 1852
1367 4194992 6881
1366 4189784 5208
1365 4181597 8187
1364 4180210 1387
1363 4178252 1958
1362 4177066 1186
1361 4172570 4496
1360 4156173 16397
1359 4154091 2082
1358 4150508 3583
1357 4146447 4061
1356 4140735 5712
1355 4131822 8913
1354 4113760 18062
1353 4111544 2216
1352 4104099 7445
1351 4102595 1504
1350 4101389 1206
1349 4100001 1388
1348 4095479 4522
1347 4093921 1558
1346 4089741 4180
1345 4085230 4511
1344 4080824 4406
1343 4072391 8433
1342 4052318 20073
1341 4049777 2541
1340 4047288 2489
1339 4043827 3461
1338 4041288 2539
1337 4039217 2071
1336 4036771 2446
1335 4033116 3655
1334 4029853 3263
1333 4026532 3321
1332 4021741 4791
1331 4018392 3349
1330 3998620 19772
1329 3994388 4232
1328 3993259 1129
1327 3990631 2628
1326 3987085 3546
1325 3983564 3521
1324 3979491 4073
1323 3976535 2956
1322 3975585 950
1321 3974329 1256
1320 3969990 4339
1319 3966369 3621
1318 3962582 3787
1317 3958080 4502
1316 3939153 18927
1315 3935593 3560
1314 3932384 3209
1313 3928720 3664
1312 3925474 3246
1311 3922725 2749
1310 3919225 3500
1309 3915481 3744
1308 3912181 3300
1307 3907092 5089
1306 3903655 3437
1305 3902121 1534
1304 3897424 4697
1303 3893891 3533
1302 3890420 3471
1301 3887011 3409
1300 3883734 3277
1299 3879659 4075
1298 3876511 3148
1297 3873403 3108
1296 3869901 3502
1295 3866108 3793
1294 3862619 3489
1293 3858604 4015
1292 3854780 3824
1291 3851107 3673
1290 3847546 3561
1289 3843382 4164
1288 3839373 4009
1287 3835060 4313
1286 3833357 1703
1285 3830278 3079
1284 3826476 3802
1283 3822291 4185
1282 3818804 3487
1281 3816068 2736
1280 3813430 2638
1279 3798844 14586
1278 3795098 3746
1277 3793405 1693
1276 3788684 4721
1275 3785289 3395
1274 3783048 2241
1273 3779414 3634
1272 3769951 9463
1271 3763105 6846
1270 3754756 8349
1269 3753359 1397
1268 3749362 3997
1267 3742969 6393
1266 3740790 2179
1265 3733294 7496
1264 3731508 1786
1263 3725057 6451
1262 3723886 1171
1261 3721458 2428
1260 3716773 4685
1259 3715684 1089
1258 3714201 1483
1257 3706124 8077
1256 3699088 7036
1255 3698278 810
1254 3696636 1642
1253 3695475 1161
1252 3693705 1770
1251 3691952 1753
1250 3689785 2167
1249 3687351 2434
1248 3685881 1470
1247 3684349 1532
1246 3682749 1600
1245 3675868 6881
1244 3671891 3977
1243 3670797 1094
1242 3669426 1371
1241 3665840 3586
1240 3661838 4002
1239 3660357 1481
1238 3647517 12840
1237 3643427 4090
1236 3641633 1794
1235 3638958 2675
1234 3636018 2940
1233 3634791 1227
1232 3630768 4023
1231 3624423 6345
1230 3623078 1345
1229 3621473 1605
1228 3617864 3609
1227 3608972 8892
1226 3608611 361
1225 3604223 4388
1224 3603280 943
1223 3597741 5539
1222 3596634 1107
1221 3595313 1321
1220 3594066 1247
1219 3590879 3187
1218 3589542 1337
1217 3583601 5941
1216 3579774 3827
1215 3577488 2286
1214 3575933 1555
1213 3575391 542
1212 3573537 1854
1211 3570270 3267
1210 3562110 8160
1209 3559794 2316
1208 3558958 836
1207 3557894 1064
1206 3551919 5975
1205 3547331 4588
1204 3545995 1336
1203 3543132 2863
1202 3533647 9485
1201 3516112 17535
1200 3514737 1375
1199 3503939 10798
1198 3503028 911
1197 3501798 1230
1196 3496107 5691
1195 3495022 1085
1194 3493582 1440
1193 3489728 3854
1192 3486195 3533
1191 3485302 893
1190 3463718 21584
1189 3453714 10004
1188 3452358 1356
1187 3451673 685
1186 3449230 2443
1185 3446834 2396
1184 3442285 4549
1183 3429542 12743
1182 3426303 3239
1181 3422053 4250
1180 3413545 8508
1179 3412782 763
1178 3410605 2177
1177 3405882 4723
1176 3403159 2723
1175 3398618 4541
1174 3393941 4677
1173 3393372 569
1172 3390403 2969
1171 3383849 6554
1170 3380230 3619
1169 3378369 1861
1168 3374532 3837
1167 3360845 13687
1166 3356910 3935
1165 3351512 5398
1164 3348872 2640
1163 3346596 2276
1162 3340694 5902
1161 3324913 15781
1160 3323097 1816
1159 3320986 2111
1158 3315394 5592
1157 3313597 1797
1156 3312550 1047
1155 3308071 4479
1154 3306592 1479
1153 3302963 3629
1152 3299578 3385
1151 3295552 4026
1150 3286637 8915
1149 3283591 3046
1148 3279967 3624
1147 3271039 8928
1146 3267950 3089
1145 3265417 2533
1144 3259542 5875
1143 3252929 6613
1142 3250841 2088
1141 3250296 545
1140 3244435 5861
1139 3243881 554
1138 3241919 1962
1137 3239330 2589
1136 3236512 2818
1135 3235304 1208
1134 3228151 7153
1133 3225094 3057
1132 3219788 5306
1131 3211257 8531
1130 3208347 2910
1129 3203629 4718
1128 3202111 1518
1127 3200605 1506
1126 3198847 1758
1125 3195263 3584
1124 3192667 2596
1123 3188090 4577
1122 3178652 9438
1121 3177263 1389
1120 3172861 4402
1119 3170855 2006
1118 3167182 3673
1117 3161607 5575
1116 3158473 3134
1115 3156820 1653
1114 3154720 2100
1113 3144899 9821
1112 3138662 6237
1111 3134885 3777
1110 3131415 3470
1109 3128245 3170
1108 3127631 614
1107 3117546 10085
1106 3112694 4852
1105 3110597 2097
1104 3107316 3281
1103 3103639 3677
1102 3101005 2634
1101 3098848 2157
1100 3097341 1507
1099 3091673 5668
1098 3090774 899
1097 3089995 779
1096 3086103 3892
1095 3083014 3089
1094 3080494 2520
1093 3075255 5239
1092 3074752 503
1091 3066848 7904
1090 3063161 3687
1089 3055908 7253
1088 3054057 1851
1087 3043082 10975
1086 3035255 7827
1085 3030129 5126
1084 3027299 2830
1083 3025713 1586
1082 3002158 23555
1081 2995790 6368
1080 2989826 5964
1079 2988255 1571
1078 2981144 7111
1077 2969920 11224
1076 2944232 25688
1075 2937443 6789
1074 2924886 12557
1073 2921344 3542
1072 2917026 4318
1071 2912660 4366
1070 2892911 19749
1069 2873571 19340
1068 2869897 3674
1067 2867051 2846
1066 2864899 2152
1065 2863649 1250
1064 2858192 5457
1063 2838663 19529
1062 2830770 7893
1061 2819287 11483
1060 2815875 3412
1059 2810493 5382
1058 2805708 4785
1057 2787297 18411
1056 2783868 3429
1055 2780550 3318
1054 2776634 3916
1053 2772883 3751
1052 2768773 4110
1051 2763214 5559
1050 2752721 10493
1049 2748688 4033
1048 2743894 4794
1047 2739697 4197
1046 2734373 5324
1045 2724949 9424
1044 2720327 4622
1043 2703918 16409
1042 2698650 5268
1041 2696997 1653
1040 2689685 7312
1039 2681692 7993
1038 2673845 7847
1037 2665629 8216
1036 2661379 4250
1035 2649465 11914
1034 2645185 4280
1033 2641718 3467
1032 2637803 3915
1031 2634317 3486
1030 2631502 2815
1029 2626825 4677
1028 2620474 6351
1027 2616750 3724
1026 2596930 19820
1025 2592907 4023
1024 2591630 1277
1023 2586278 5352
1022 2581914 4364
1021 2577588 4326
1020 2572614 4974
1019 2568131 4483
1018 2562762 5369
1017 2557094 5668
1016 2549183 7911
1015 2541745 7438
1014 2537451 4294
1013 2531968 5483
1012 2523561 8407
1011 2514600 8961
1010 2510432 4168
1009 2505736 4696
1008 2499236 6500
1007 2492489 6747
1006 2487228 5261
1005 2482384 4844
1004 2476961 5423
1003 2472225 4736
1002 2468422 3803
1001 2457878 10544
1000 2455087 2791
999 2449785 5302
998 2431932 17853
997 2426501 5431
996 2388236 38265
995 2380695 7541
994 2376644 4051
993 2367999 8645
992 2364941 3058
991 2361328 3613
990 2357102 4226
989 2352387 4715
988 2345830 6557
987 2340816 5014
986 2340137 679
985 2339444 693
984 2338794 650
983 2338111 683
982 2337444 667
981 2336759 685
980 2336101 658
979 2335443 658
978 2334793 650
977 2334122 671
976 2333458 664
975 2332791 667
974 2332129 662
973 2331435 694
972 2330700 735
971 2330002 698
970 2329346 656
969 2328682 664
968 2328018 664
967 2327329 689
966 2326614 715
965 2325949 665
964 2325282 667
963 2324588 694
962 2323897 691
961 2323225 672
960 2322561 664
959 2321877 684
958 2321193 684
957 2320478 715
956 2319794 684
955 2319082 712
954 2318399 683
953 2317743 656
952 2317069 674
951 2316371 698
950 2315690 681
949 2314975 715
948 2314290 685
947 2313625 665
946 2312942 683
945 2312273 669
944 2311583 690
943 2310907 676
942 2310200 707
941 2309497 703
940 2308820 677
939 2308140 680
938 2307474 666
937 2306821 653
936 2306134 687
935 2305466 668
934 2304788 678
933 2304123 665
932 2303450 673
931 2302773 677
930 2302103 670
929 2301414 689
928 2300713 701
927 2300022 691
926 2299331 691
925 2298671 660
924 2298001 670
923 2297336 665
922 2296626 710
921 2295928 698
920 2295181 747
919 2294497 684
918 2293789 708
917 2293110 679
916 2292408 702
915 2291692 716
914 2291003 689
913 2290315 688
912 2289631 684
911 2288923 708
910 2288206 717
909 2287527 679
908 2286831 696
907 2286112 719
906 2285441 671
905 2284767 674
904 2284075 692
903 2283401 674
902 2282742 659
901 2282067 675
900 2281401 666
899 2280730 671
898 2280051 679
897 2279357 694
896 2278675 682
895 2277963 712
894 2277283 680
893 2276584 699
892 2275895 689
891 2275198 697
890 2274483 715
889 2273781 702
888 2273100 681
887 2272388 712
886 2271704 684
885 2271021 683
884 2270350 671
883 2269653 697
882 2268979 674
881 2268298 681
880 2267617 681
879 2266902 715
878 2266160 742
877 2265482 678
876 2264790 692
875 2264126 664
874 2263420 706
873 2262740 680
872 2262058 682
871 2261387 671
870 2260713 674
869 2260048 665
868 2259375 673
867 2258727 648
866 2258057 670
865 2257384 673
864 2256707 677
863 2256021 686
862 2255361 660
861 2254654 707
860 2253914 740
859 2253242 672
858 2252533 709
857 2251831 702
856 2251138 693
855 2250450 688
854 2249739 711
853 2249035 704
852 2248341 694
851 2247671 670
850 2246948 723
849 2246249 699
848 2245586 663
847 2244902 684
846 2244242 660
845 2243592 650
844 2242890 702
843 2242234 656
842 2241552 682
841 2240877 675
840 2240206 671
839 2239544 662
838 2238851 693
837 2238092 759
836 2237333 759
835 2236609 724
834 2235916 693
833 2235209 707
832 2234525 684
831 2233867 658
830 2233169 698
829 2232458 711
828 2231765 693
827 2231080 685
826 2230378 702
825 2229694 684
824 2229033 661
823 2228335 698
822 2227622 713
821 2226894 728
820 2226184 710
819 2225474 710
818 2224759 715
817 2224018 741
816 2223280 738
815 2222558 722
814 2221829 729
813 2221099 730
812 2220420 679
811 2219672 748
810 2218960 712
809 2218291 669
808 2217595 696
807 2216893 702
806 2216215 678
805 2215529 686
804 2214808 721
803 2214139 669
802 2213465 674
801 2212751 714
800 2212055 696
799 2211371 684
798 2210689 682
797 2209988 701
796 2209305 683
795 2208628 677
794 2207917 711
793 2207241 676
792 2206539 702
791 2205821 718
790 2205153 668
789 2204449 704
788 2203772 677
787 2203082 690
786 2202410 672
785 2201718 692
784 2201049 669
783 2200386 663
782 2199682 704
781 2199009 673
780 2198325 684
779 2197647 678
778 2196938 709
777 2196185 753
776 2195508 677
775 2194769 739
774 2194041 728
773 2193308 733
772 2192613 695
771 2191929 684
770 2191229 700
769 2190546 683
768 2189827 719
767 2189153 674
766 2188457 696
765 2187779 678
764 2187070 709
763 2186398 672
762 2185720 678
761 2185001 719
760 2184306 695
759 2183625 681
758 2182928 697
757 2182243 685
756 2181574 669
755 2180862 712
754 2180192 670
753 2179482 710
752 2178793 689
751 2178119 674
750 2177406 713
749 2176667 739
748 2175943 724
747 2175224 719
746 2174541 683
745 2173867 674
744 2173173 694
743 2172497 676
742 2171818 679
741 2171152 666
740 2170471 681
739 2169794 677
738 2169136 658
737 2168469 667
736 2167780 689
735 2167105 675
734 2166387 718
733 2165713 674
732 2165036 677
731 2164356 680
730 2163681 675
729 2162970 711
728 2162283 687
727 2161553 730
726 2160830 723
725 2160135 695
724 2159424 711
723 2158747 677
722 2158024 723
721 2157326 698
720 2156628 698
719 2155913 715
718 2155210 703
717 2154499 711
716 2153816 683
715 2153093 723
714 2152373 720
713 2151674 699
712 2150965 709
711 2150287 678
710 2149607 680
709 2148941 666
708 2148272 669
335 1171008 4142
334 1168986 2022
333 1163485 5501
332 1160060 3425
331 1158181 1879
330 1155925 2256
329 1152714 3211
328 1146360 6354
327 1144543 1817
326 1142937 1606
325 1140851 2086
324 1137343 3508
323 1133774 3569
322 1131560 2214
321 1128731 2829
320 1124981 3750
319 1116100 8881
318 1112486 3614
317 1109139 3347
316 1101359 7780
315 1098533 2826
314 1097051 1482
313 1094965 2086
312 1091327 3638
311 1088843 2484
310 1087299 1544
309 1085538 1761
308 1080764 4774
307 1079215 1549
306 1077345 1870
305 1073887 3458
304 1070841 3046
303 1069216 1625
302 1066223 2993
301 1064402 1821
300 1061262 3140
299 1053554 7708
298 1045531 8023
297 1041569 3962
296 1034886 6683
295 1028080 6806
294 1021713 6367
293 1014831 6882
292 1011824 3007
291 1009733 2091
290 1006649 3084
289 1004377 2272
288 1001780 2597
287 999085 2695
286 997421 1664
285 995936 1485
284 993501 2435
283 986171 7330
282 977671 8500
281 975100 2571
280 969511 5589
279 966811 2700
278 963210 3601
277 956426 6784
276 955608 818
275 954458 1150
274 948178 6280
273 941888 6290
272 939724 2164
271 930667 9057
270 927331 3336
269 926315 1016
268 919031 7284
267 914542 4489
266 907557 6985
265 899494 8063
264 898233 1261
263 897239 994
262 894755 2484
261 891459 3296
260 887764 3695
259 884461 3303
258 880968 3493
257 879989 979
256 875974 4015
255 874603 1371
254 873489 1114
253 871241 2248
252 866207 5034
251 862801 3406
250 858989 3812
249 855128 3861
248 852601 2527
247 846119 6482
246 838240 7879
245 833777 4463
244 830712 3065
243 815965 14747
242 810279 5686
241 806473 3806
240 803759 2714
239 794135 9624
238 784570 9565
237 783530 1040
236 779454 4076
235 772523 6931
234 764476 8047
233 762662 1814
232 759679 2983
231 758630 1049
230 751018 7612
229 743461 7557
228 732855 10606
227 729781 3074
226 728703 1078
225 725805 2898
224 722358 3447
223 715723 6635
222 708130 7593
221 705708 2422
220 700279 5429
219 691992 8287
218 683528 8464
217 676481 7047
216 672212 4269
215 667381 4831
214 663504 3877
213 661096 2408
212 658347 2749
211 653732 4615
210 649859 3873
209 640823 9036
208 634399 6424
207 632585 1814
206 625562 7023
205 618179 7383
204 612493 5686
203 603881 8612
202 595692 8189
201 587773 7919
200 586387 1386
199 582985 3402
198 579475 3510
197 570960 8515
196 569336 1624
195 566213 3123
194 564100 2113
193 561403 2697
192 559896 1507
191 553541 6355
190 549843 3698
189 546494 3349
188 544774 1720
187 536441 8333
186 534646 1795
185 531621 3025
184 530025 1596
183 527624 2401
182 523410 4214
181 515250 8160
180 511413 3837
179 509361 2052
178 503587 5774
177 501645 1942
176 499114 2531
175 496519 2595
174 495896 623
173 495389 507
172 494736 653
171 492793 1943
170 490996 1797
169 489849 1147
168 486577 3272
167 483756 2821
166 483117 639
77 167487 2263
76 165089 2398
75 162789 2300
74 161206 1583
73 158659 2547
72 156965 1694
71 156221 744
70 154778 1443
69 152901 1877
68 150620 2281
67 149543 1077
66 146964 2579
65 146135 829
64 145011 1124
63 144470 541
62 141271 3199
61 139464 1807
60 136345 3119
59 134372 1973
58 132131 2241
57 130183 1948
56 128206 1977
55 124831 3375
54 123859 972
53 122759 1100
52 120879 1880
51 119292 1587
50 116838 2454
49 113915 2923
48 112517 1398
47 110750 1767
46 108237 2513
45 105723 2514
44 104169 1554
43 102348 1821
42 101246 1102
41 99978 1268
40 95931 4047
39 92497 3434
38 91649 848
37 85249 6400
36 81950 3299
15 22548 2636
14 20582 1966
13 19565 1017
12 18191 1374
11 17039 1152
10 16118 921
9 14952 1166
8 13195 1757
7 10820 2375
6 9807 1013
1 2828 2715
0 0 2828
2 5543 1267
3 6810 1121
4 7931 878
5 8809 998
16 25184 1290
17 26474 2757
18 29231 2833
19 32064 3013
20 35077 1078
21 36155 3613
22 39768 4322
23 44090 3352
24 47442 5907
25 53349 3327
26 56676 940
27 57616 2345
28 59961 4622
29 64583 822
30 65405 5832
31 71237 1249
32 72486 6043
33 78529 894
34 79423 1635
35 81058 892
78 169750 1087
79 170837 2525
80 173362 1440
81 174802 4170
82 178972 2121
83 181093 1812
84 182905 4222
85 187127 560
86 187687 851
87 188538 2578
88 191116 4222
89 195338 3564
90 198902 927
91 199829 3527
92 203356 1240
93 204596 2407
94 207003 2657
95 209660 2695
96 212355 2770
97 215125 1948
98 217073 2411
99 219484 7147
100 226631 1574
101 228205 1146
102 229351 1146
103 230497 1146
104 231643 819
105 232462 1135
106 233597 8059
107 241656 5534
108 247190 1342
109 248532 2024
110 250556 4755
111 255311 6765
112 262076 8148
113 270224 3908
114 274132 5516
115 279648 1253
116 280901 8800
117 289701 6048
118 295749 2084
119 297833 4447
120 302280 1956
121 304236 9321
122 313557 2418
123 315975 1292
124 317267 2945
125 320212 2177
126 322389 3032
127 325421 946
128 326367 3800
129 330167 2610
130 332777 1536
131 334313 3417
132 337730 1677
133 339407 6368
134 345775 2486
135 348261 2170
136 350431 5069
137 355500 8539
138 364039 5193
139 369232 1102
140 370334 1314
